epoch,train_loss_opt,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_chip_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_chip_acc
1,0.5088096968829632,0.3923414647579193,0.9999999999999976,0.9999999999999971,0.9999999999999971,0.9999999949999971,0.9999999999999971,1.0,0.38064001128077507,0.9999999999999976,0.999999999999997,0.999999999999997,0.9999999949999969,0.999999999999997,1.0
