epoch,train_loss_opt,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_chip_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_chip_acc
1,0.5167743526399136,0.49221470206975937,0.8681588172912577,0.9999999999999966,0.8380710560307001,0.9119027784279381,0.8380710560307001,0.80859375,0.472185630351305,0.9483788013458229,0.9999999999999968,0.933947140017783,0.9658455661616128,0.933947140017783,0.93359375
